FileName_DAPI	FileName_DAPI_flatfield	FileName_Mts	Group_Index	Group_Number	ImageNumber	Intensity_MaxIntensity_Background_Mask	Intensity_MaxIntensity_MaskedMT_image	Intensity_MeanIntensity_Background_Mask	Intensity_MeanIntensity_MaskedMT_image	Intensity_MeanIntensity_Masked_Nuclei	Intensity_MedianIntensity_Background_Mask	Intensity_MedianIntensity_MaskedMT_image	Intensity_MinIntensity_Background_Mask	Intensity_MinIntensity_MaskedMT_image	Intensity_StdIntensity_Background_Mask	Intensity_StdIntensity_MaskedMT_image	Intensity_StdIntensity_Masked_Nuclei	Intensity_TotalArea_Background_Mask	Intensity_TotalArea_MaskedMT_image	Intensity_TotalArea_Masked_Nuclei	Intensity_TotalIntensity_Background_Mask	Intensity_TotalIntensity_MaskedMT_image	Intensity_TotalIntensity_Masked_Nuclei
Image002_ch00.tif	Image005_fh00.tif	Image002_ch01.tif	1	1	1	1.33333	1.66667	1.00003231447	1.21388434388	39.8331738995	1.0	1.33333	0.0	1.0	0.0121021	0.159662	10.6387	278513	86748	64290	278522.0	105302.0	2.56087e+06
Image004_ch00.tif	Image005_fh00.tif	Image004_ch01.tif	2	1	2	1.33333	7.0	1.0000982751	1.22604923472	31.4255755611	1.0	1.33333	0.0	1.0	0.0108749	0.178172	11.4213	379992	33068	46737	380029.0	40543.0	1.46874e+06
Image006_ch00.tif	Image005_fh00.tif	Image006_ch01.tif	3	1	3	1.33333	1.66667	0.99993948842	1.23908325867	49.9667559243	1.0	1.33333	0.0	1.0	0.0066004	0.150031	17.481	878964	34737	28569	878911.0	43042.0	1.4275e+06
Image008_ch00.tif	Image005_fh00.tif	Image008_ch01.tif	4	1	4	1.33333	1.66667	0.999948500307	1.23212478316	56.8600180741	1.0	1.33333	0.0	0.75	0.0072884	0.153036	14.0811	451459	88488	45922	451436.0	109028.0	2.61113e+06
Image010_ch00.tif	Image005_fh00.tif	Image010_ch01.tif	5	1	5	1.33333	1.66667	1.00000026648	1.21963620926	53.7015580941	1.0	1.33333	0.0	1.0	0.00695322	0.157585	13.934	703613	43633	41493	703613.0	53216.4	2.22824e+06
Image012_ch00.tif	Image005_fh00.tif	Image012_ch01.tif	6	1	6	1.33333	2.0	0.999951710355	1.24213707056	60.7981602924	1.0	1.33333	0.0	1.0	0.00786016	0.148669	14.8808	582423	65376	54438	582395.0	81206.0	3.30973e+06
Image014_ch00.tif	Image005_fh00.tif	Image014_ch01.tif	7	1	7	1.33333	1.66667	1.00001008518	1.23663850778	56.1222307049	1.0	1.33333	0.0	1.0	0.00913398	0.15096	11.8404	551552	92766	68113	551558.0	114718.0	3.82265e+06
Image016_ch00.tif	Image005_fh00.tif	Image016_ch01.tif	8	1	8	1.33333	1.66667	1.00012772377	1.23738166998	58.1724213841	1.0	1.33333	0.0	0.75	0.0112784	0.150668	14.1902	457041	133921	74953	457099.0	165711.0	4.3602e+06
Image018_ch00.tif	Image005_fh00.tif	Image018_ch01.tif	9	1	9	1.33333	1.66667	1.00027860692	1.21848336754	36.1453400534	1.0	1.33333	0.0	1.0	0.0130352	0.158072	12.9245	241716	87814	84722	241783.0	107000.0	3.06231e+06
Image020_ch00.tif	Image005_fh00.tif	Image020_ch01.tif	10	1	10	1.33333	1.66667	0.99997469372	1.20421337349	43.7519084749	1.0	1.33333	0.0	0.75	0.0072154	0.162215	12.299	758211	35862	48992	758192.0	43185.5	2.14349e+06
Image022_ch00.tif	Image005_fh00.tif	Image022_ch01.tif	11	1	11	1.33333	1.66667	0.999923275729	1.21550390084	41.6340217122	1.0	1.33333	0.0	1.0	0.00754427	0.15919	11.098	641909	62823	56558	641860.0	76361.6	2.35474e+06
Image025_ch00.tif	Image005_fh00.tif	Image025_ch01.tif	12	1	12	1.33333	4.33333	1.00000667478	1.22095073726	40.2461764124	1.0	1.33333	0.0	1.0	0.00906326	0.160015	10.5088	454135	63292	60676	454138.0	77276.4	2.44198e+06
Image027_ch00.tif	Image005_fh00.tif	Image027_ch01.tif	13	1	13	1.33333	1.66667	1.00000045345	1.22597149799	50.6871411635	1.0	1.33333	0.0	1.0	0.00912373	0.155466	12.7106	413494	105475	75069	413494.0	129309.0	3.80503e+06
Image030_ch00.tif	Image005_fh00.tif	Image030_ch01.tif	14	1	14	1.33333	1.66667	1.00026778027	1.24388249863	46.8769625425	1.0	1.33333	0.0	0.75	0.0129047	0.147494	10.6155	218346	102277	76113	218404.0	127221.0	3.56795e+06
Image032_ch00.tif	Image005_fh00.tif	Image032_ch01.tif	15	1	15	1.33333	1.66667	0.999940577821	1.23320711657	54.3005013193	1.0	1.33333	0.0	0.75	0.00635401	0.152783	15.9225	654217	41983	47375	654178.0	51773.7	2.57249e+06
Image002_ch00.tif	Image005_fh00.tif	Image002_ch01.tif	1	2	16	1.33333	2.33333	0.999905914186	1.26349032537	39.6711696093	1.0	1.33333	0.75	0.8	0.0172627	0.144003	9.22181	3542	296342	87961	3541.67	374425.0	3.48952e+06
Image004_ch00.tif	Image005_fh00.tif	Image004_ch01.tif	2	2	17	1.33333	2.33333	0.999480114375	1.24739789553	26.4044310918	1.0	1.33333	0.0	1.0	0.0279206	0.149718	8.4458	3847	188159	50219	3845.0	234709.0	1.326e+06
Image006_ch00.tif	Image005_fh00.tif	Image006_ch01.tif	3	2	18	1.0	2.5	1.0	1.26299694317	38.2249573087	1.0	1.33333	1.0	0.75	0.0	0.142884	8.98724	20	300638	87840	20.0	379705.0	3.35768e+06
Image008_ch00.tif	Image005_fh00.tif	Image008_ch01.tif	4	2	19	1.0	9.0	0.999587118084	1.28468874653	32.7711639881	1.0	1.33333	0.75	1.0	0.0101514	0.150744	8.06482	1211	212841	59919	1210.5	273434.0	1.96362e+06
Image010_ch00.tif	Image005_fh00.tif	Image010_ch01.tif	5	2	20	1.33333	2.33333	0.999167522653	1.26136361834	38.0859622877	1.0	1.33333	0.75	0.75	0.0253822	0.141979	9.78213	7408	315200	60829	7401.83	397582.0	2.31673e+06
Image012_ch00.tif	Image005_fh00.tif	Image012_ch01.tif	6	2	21	1.33333	6.0	1.00022011633	1.28498235298	45.2220956234	1.0	1.33333	0.0	1.0	0.0168773	0.136542	12.0371	35954	311809	58584	35961.9	400669.0	2.64929e+06
Image014_ch00.tif	Image005_fh00.tif	Image014_ch01.tif	7	2	22	1.33333	3.0	1.00014727399	1.30289350314	46.9341310166	1.0	1.33333	0.0	0.75	0.0112585	0.14066	14.2205	204869	225840	47826	204899.0	294245.0	2.24467e+06
Image018_ch00.tif	Image005_fh00.tif	Image018_ch01.tif	8	2	23	1.33333	2.66667	0.999953274805	1.29159614444	49.8006755328	1.0	1.33333	0.0	1.0	0.00823926	0.140496	15.7707	395932	222743	47296	395914.0	287694.0	2.35537e+06
Image020_ch00.tif	Image005_fh00.tif	Image020_ch01.tif	9	2	24	1.33333	2.66667	0.999907821332	1.30056576092	49.2542802771	1.0	1.33333	0.0	1.0	0.0107542	0.140263	11.5436	141878	351109	81712	141865.0	456640.0	4.02467e+06
Image022_ch00.tif	Image005_fh00.tif	Image022_ch01.tif	10	2	25	1.33333	9.5	1.00036099495	1.29271038699	31.3252997056	1.0	1.33333	0.0	1.0	0.0162984	0.158502	9.82457	39247	188688	47213	39261.2	243919.0	1.47896e+06
Image024_ch00.tif	Image005_fh00.tif	Image024_ch01.tif	11	2	26	1.0	4.0	1.0	1.27497433703	36.6453954646	1.0	1.33333	1.0	0.75	0.0	0.140447	9.33688	314	316117	65088	314.0	403041.0	2.38518e+06
Image027_ch00.tif	Image005_fh00.tif	Image027_ch01.tif	12	2	27	1.33333	3.0	0.999979325801	1.2779421898	51.9050412777	1.0	1.33333	0.75	0.75	0.0107703	0.14363	13.7312	173072	218413	50027	173068.0	279119.0	2.59665e+06
Image029_ch00.tif	Image005_fh00.tif	Image029_ch01.tif	13	2	28	1.33333	3.0	1.000179407	1.26532780049	39.8749248192	1.0	1.33333	0.0	0.75	0.0180662	0.142612	12.356	8829	263186	68169	8830.58	333017.0	2.71823e+06
Image031_ch00.tif	Image005_fh00.tif	Image031_ch01.tif	14	2	29	1.33333	2.33333	1.00202156334	1.24959965612	30.0109839579	1.0	1.33333	0.0	1.0	0.0682403	0.147485	7.8655	371	261572	62523	371.75	326860.0	1.87638e+06
Image034_ch00.tif	Image005_fh00.tif	Image034_ch01.tif	15	2	30	1.33333	6.33333	1.00022836567	1.32888951165	54.7861020981	1.0	1.33333	0.0	1.0	0.0125572	0.143173	14.0563	336768	123220	77357	336845.0	163746.0	4.23809e+06
Image002_ch00.tif	Image005_fh00.tif	Image002_ch01.tif	1	3	31	3.33333	32.0	1.03727213797	4.85185957122	38.6595389092	1.0	4.33333	0.0	1.0	0.15547	1.79591	9.12725	63827	434213	67015	66206.0	2.10674e+06	2.59077e+06
Image005_ch00.tif	Image005_fh00.tif	Image005_ch01.tif	2	3	32	3.33333	17.0	1.02231438774	4.27381366134	42.8003034871	1.0	4.0	0.0	1.0	0.0891529	1.64087	11.2654	268840	397062	50414	274839.0	1.69697e+06	2.15773e+06
Image007_ch00.tif	Image005_fh00.tif	Image007_ch01.tif	3	3	33	3.33333	23.6667	1.00613208673	4.98195862491	4.81500314078	1.0	4.33333	0.0	1.33333	0.0658963	2.07478	9.62792	183265	420277	474404	184389.0	2.0938e+06	2.28426e+06
Image009_ch00.tif	Image005_fh00.tif	Image009_ch01.tif	4	3	34	3.66667	25.6667	1.11096037558	5.69690262105	40.1144450065	1.0	5.0	0.0	1.33333	0.261415	2.21885	13.7757	178684	457984	71163	198511.0	2.60909e+06	2.85466e+06
