FileName_DAPI	FileName_DAPI_flatfield	FileName_Mts	Group_Index	Group_Number	ImageNumber	Intensity_MaxIntensity_Background_Mask	Intensity_MaxIntensity_MaskedMT_image	Intensity_MeanIntensity_Background_Mask	Intensity_MeanIntensity_MaskedMT_image	Intensity_MeanIntensity_Masked_Nuclei	Intensity_MedianIntensity_Background_Mask	Intensity_MedianIntensity_MaskedMT_image	Intensity_MinIntensity_Background_Mask	Intensity_MinIntensity_MaskedMT_image	Intensity_StdIntensity_Background_Mask	Intensity_StdIntensity_MaskedMT_image	Intensity_StdIntensity_Masked_Nuclei	Intensity_TotalArea_Background_Mask	Intensity_TotalArea_MaskedMT_image	Intensity_TotalArea_Masked_Nuclei	Intensity_TotalIntensity_Background_Mask	Intensity_TotalIntensity_MaskedMT_image	Intensity_TotalIntensity_Masked_Nuclei
Image010_ch00.tif	Image005_fh00.tif	Image010_ch01.tif	5	8	109	2.33333	10.0	1.03564013925	2.6762553386	49.6970634856	1.0	2.66667	0.0	1.0	0.121022	0.702692	12.2931	90163	448385	73182	93376.4	1.19999e+06	3.63693e+06
Image012_ch00.tif	Image005_fh00.tif	Image012_ch01.tif	6	8	110	2.33333	6.66667	1.00414246705	2.00816947317	48.4421614925	1.0	2.0	0.0	1.0	0.0413366	0.446883	10.7548	82237	480669	77081	82577.7	965265.0	3.73397e+06
Image015_ch00.tif	Image005_fh00.tif	Image015_ch01.tif	7	8	111	1.66667	13.0	1.0174634438	2.08641653747	65.0354644296	1.0	2.0	0.0	1.0	0.0774092	0.541176	14.2358	121226	343136	66038	123343.0	715925.0	4.29481e+06
Image017_ch00.tif	Image005_fh00.tif	Image017_ch01.tif	8	8	112	2.33333	10.0	1.05882370221	2.66020532419	40.1393533096	1.0	2.33333	0.75	1.0	0.134308	0.762121	10.1453	66488	379607	58436	70399.1	1.00983e+06	2.34558e+06
Image020_ch00.tif	Image005_fh00.tif	Image020_ch01.tif	9	8	113	2.33333	19.3333	1.01763929707	4.33696408343	67.6985622153	1.0	3.66667	0.0	1.33333	0.0899916	1.97213	15.8573	365101	243648	84505	371541.0	1.05669e+06	5.72087e+06
Image023_ch00.tif	Image005_fh00.tif	Image023_ch01.tif	10	8	114	2.0	8.0	1.05797032908	2.30874643194	50.6186965468	1.0	2.0	0.0	1.0	0.13371	0.601197	11.843	49475	448773	77755	52343.1	1.0361e+06	3.93586e+06
Image025_ch00.tif	Image005_fh00.tif	Image025_ch01.tif	11	8	115	2.33333	12.0	1.27862873865	2.65982855697	47.7307711464	1.33333	2.33333	0.0	1.0	0.173102	0.75382	10.9614	28411	395175	80309	36327.1	1.0511e+06	3.83321e+06
Image027_ch00.tif	Image005_fh00.tif	Image027_ch01.tif	12	8	116	2.0	9.66667	1.03772848417	2.58256972133	48.304562049	1.0	2.33333	0.0	0.0	0.126129	0.695152	12.8694	17758	468006	70122	18428.0	1.20866e+06	3.38721e+06
Image029_ch00.tif	Image005_fh00.tif	Image029_ch01.tif	13	8	117	2.33333	15.6667	1.0024796468	2.6601377183	53.4574298339	1.0	2.33333	0.0	1.0	0.031456	0.794195	12.3005	134684	424526	73326	135018.0	1.1293e+06	3.91982e+06
Image031_ch00.tif	Image005_fh00.tif	Image031_ch01.tif	14	8	118	2.0	11.0	1.06351584112	2.29135978892	54.2891585093	1.0	2.0	0.0	1.0	0.141959	0.634821	13.4069	123989	380241	79989	131864.0	871269.0	4.34254e+06
Image033_ch00.tif	Image005_fh00.tif	Image033_ch01.tif	15	8	119	1.66667	9.66667	1.00143261556	2.47625997489	50.5651584149	1.0	2.33333	0.0	1.0	0.0250607	0.720878	11.9308	134675	455644	41284	134868.0	1.12829e+06	2.08753e+06
